drop,1642409840.9364722,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409854.2891507,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409858.2050087,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409860.0472703,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409862.387833,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409867.641634,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409867.6506295,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409871.6341126,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409882.7410624,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409887.6022973,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409893.557344,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409893.6292202,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409893.973613,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409897.563513,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409897.897515,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409898.591315,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409904.4518335,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409905.9619546,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409911.432885,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409914.8272948,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409928.9414587,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409936.1983745,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409936.8832195,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409939.0402968,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409939.100554,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409939.155189,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409939.1590793,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409943.7349014,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409946.909766,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409947.452098,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409953.2608087,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409953.4175463,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409953.9234488,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409958.1649804,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409962.5544982,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409967.813115,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409972.7309108,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409975.2896788,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409985.548622,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409991.178704,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409995.47628,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642409995.7739408,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642409999.5646987,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410009.2499733,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410010.2130482,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410022.1185682,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410024.2304502,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410027.0198667,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410029.7956657,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410030.533552,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410031.8985834,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410045.31232,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410048.1016974,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410052.3408668,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410057.2632465,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410072.7442584,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410075.609524,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410078.3098676,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410086.6494827,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410087.4714003,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410093.6913419,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642410101.47135,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410118.1397521,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410127.84015,192.168.96.2,5001,192.168.112.3,48670,6
drop,1642410132.156566,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410133.2125008,192.168.112.3,48670,192.168.96.2,5001,6
drop,1642410140.9697113,192.168.96.2,5001,192.168.112.3,48670,6
