Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1642384741,172.24.0.3,59436,172.20.0.2,5001,6,93000,1456,62,28,1642384741025;1642384741025;1642384741025;1642384741088;1642384741088;1642384741088;1642384741098;1642384741098;1642384741098;1642384741116;1642384741116;1642384741116;1642384741202;1642384741202;1642384741202;1642384741246;1642384741246;1642384741246;1642384741246;1642384741284;1642384741284;1642384741284;1642384741284;1642384741284;1642384741284;1642384741326;1642384741326;1642384741330;1642384741330;1642384741330;1642384741330;1642384741330;1642384741376;1642384741376;1642384741378;1642384741378;1642384741378;1642384741382;1642384741382;1642384741382;1642384741427;1642384741427;1642384741427;1642384741490;1642384741490;1642384741490;1642384741501;1642384741501;1642384741501;1642384741519;1642384741519;1642384741519;1642384741605;1642384741605;1642384741605;1642384741648;1642384741649;1642384741649;1642384741686;1642384741686;1642384741686;1642384741686;1642384741686;1642384741728;1642384741728;1642384741728;1642384741733;1642384741733;1642384741733;1642384741780;1642384741780;1642384741780;1642384741780;1642384741780;1642384741785;1642384741785;1642384741785;1642384741830;1642384741830;1642384741830;1642384741830;1642384741893;1642384741893;1642384741893;1642384741904;1642384741904;1642384741904;1642384741921;1642384741921;1642384741921;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;
1642384742,172.24.0.3,59436,172.20.0.2,5001,6,103500,1716,69,33,1642384742007;1642384742007;1642384742007;1642384742051;1642384742051;1642384742051;1642384742090;1642384742090;1642384742090;1642384742090;1642384742090;1642384742090;1642384742130;1642384742130;1642384742130;1642384742135;1642384742135;1642384742135;1642384742182;1642384742182;1642384742182;1642384742187;1642384742187;1642384742187;1642384742187;1642384742187;1642384742232;1642384742232;1642384742232;1642384742276;1642384742276;1642384742295;1642384742295;1642384742295;1642384742306;1642384742306;1642384742306;1642384742324;1642384742324;1642384742324;1642384742409;1642384742409;1642384742409;1642384742453;1642384742453;1642384742453;1642384742492;1642384742492;1642384742492;1642384742532;1642384742532;1642384742532;1642384742537;1642384742537;1642384742537;1642384742584;1642384742584;1642384742584;1642384742590;1642384742590;1642384742590;1642384742590;1642384742590;1642384742590;1642384742634;1642384742634;1642384742634;1642384742676;1642384742676;1642384742676;1642384742698;1642384742698;1642384742698;1642384742709;1642384742709;1642384742709;1642384742726;1642384742726;1642384742726;1642384742812;1642384742812;1642384742812;1642384742856;1642384742856;1642384742856;1642384742894;1642384742894;1642384742894;1642384742935;1642384742935;1642384742935;1642384742939;1642384742939;1642384742939;1642384742987;1642384742987;1642384742987;1642384742992;1642384742992;1642384742992;1642384742992;1642384742992;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;
1642384743,172.24.0.3,59436,172.20.0.2,5001,6,78000,1780,52,31,1642384743036;1642384743036;1642384743036;1642384743036;1642384743036;1642384743079;1642384743079;1642384743079;1642384743100;1642384743100;1642384743100;1642384743111;1642384743111;1642384743111;1642384743129;1642384743129;1642384743129;1642384743215;1642384743215;1642384743215;1642384743259;1642384743259;1642384743259;1642384743296;1642384743296;1642384743296;1642384743336;1642384743336;1642384743336;1642384743340;1642384743340;1642384743340;1642384743389;1642384743389;1642384743389;1642384743395;1642384743395;1642384743395;1642384743395;1642384743395;1642384743440;1642384743440;1642384743440;1642384743482;1642384743482;1642384743503;1642384743503;1642384743503;1642384743515;1642384743515;1642384743532;1642384743532;1642384743617;1642384743617;1642384743617;1642384743662;1642384743662;1642384743700;1642384743740;1642384743740;1642384743740;1642384743744;1642384743744;1642384743744;1642384743792;1642384743792;1642384743792;1642384743796;1642384743796;1642384743796;1642384743842;1642384743842;1642384743842;1642384743905;1642384743905;1642384743905;1642384743917;1642384743917;1642384743917;1642384743917;1642384743917;1642384743976;1642384743976;,52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;64;1500;64;64;1500;64;1500;1500;64;1500;64;1500;1500;64;1500;64;1500;64;1500;1500;64;1500;64;64;1500;1500;64;1500;1500;64;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;,2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;2;1;2;1;1;2;1;2;1;1;2;1;2;1;2;1;1;2;1;2;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;
1642384744,172.24.0.3,59436,172.20.0.2,5001,6,88500,1300,59,25,1642384744019;1642384744019;1642384744019;1642384744138;1642384744138;1642384744142;1642384744142;1642384744142;1642384744146;1642384744146;1642384744146;1642384744194;1642384744194;1642384744194;1642384744199;1642384744199;1642384744199;1642384744199;1642384744199;1642384744244;1642384744244;1642384744244;1642384744306;1642384744306;1642384744306;1642384744318;1642384744318;1642384744318;1642384744318;1642384744318;1642384744318;1642384744422;1642384744422;1642384744422;1642384744466;1642384744466;1642384744466;1642384744545;1642384744545;1642384744545;1642384744545;1642384744545;1642384744548;1642384744548;1642384744548;1642384744596;1642384744596;1642384744596;1642384744601;1642384744601;1642384744601;1642384744601;1642384744601;1642384744647;1642384744647;1642384744647;1642384744709;1642384744709;1642384744709;1642384744721;1642384744721;1642384744721;1642384744721;1642384744721;1642384744825;1642384744825;1642384744825;1642384744869;1642384744869;1642384744869;1642384744947;1642384744947;1642384744947;1642384744947;1642384744947;1642384744951;1642384744951;1642384744951;1642384744951;1642384744996;1642384744996;1642384744999;1642384744999;1642384744999;,52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;52;1500;52;1500;1500;,2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;2;1;2;1;1;
1642384745,172.24.0.3,59436,172.20.0.2,5001,6,96000,1352,64,26,1642384745003;1642384745003;1642384745003;1642384745047;1642384745047;1642384745047;1642384745048;1642384745048;1642384745048;1642384745112;1642384745112;1642384745112;1642384745123;1642384745123;1642384745123;1642384745123;1642384745123;1642384745227;1642384745227;1642384745227;1642384745271;1642384745271;1642384745271;1642384745350;1642384745350;1642384745350;1642384745350;1642384745350;1642384745354;1642384745354;1642384745354;1642384745354;1642384745354;1642384745401;1642384745401;1642384745401;1642384745404;1642384745404;1642384745404;1642384745449;1642384745449;1642384745449;1642384745451;1642384745451;1642384745451;1642384745513;1642384745513;1642384745513;1642384745526;1642384745526;1642384745526;1642384745526;1642384745526;1642384745526;1642384745629;1642384745629;1642384745629;1642384745673;1642384745673;1642384745673;1642384745753;1642384745753;1642384745753;1642384745753;1642384745753;1642384745757;1642384745757;1642384745757;1642384745757;1642384745757;1642384745803;1642384745803;1642384745803;1642384745807;1642384745807;1642384745807;1642384745851;1642384745851;1642384745851;1642384745853;1642384745853;1642384745853;1642384745916;1642384745916;1642384745916;1642384745928;1642384745928;1642384745928;1642384745928;1642384745928;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;
1642384746,172.24.0.3,59436,172.20.0.2,5001,6,93000,1352,62,26,1642384746032;1642384746032;1642384746032;1642384746076;1642384746076;1642384746076;1642384746155;1642384746155;1642384746155;1642384746155;1642384746155;1642384746159;1642384746159;1642384746159;1642384746159;1642384746159;1642384746205;1642384746205;1642384746205;1642384746209;1642384746209;1642384746209;1642384746254;1642384746254;1642384746254;1642384746255;1642384746255;1642384746255;1642384746255;1642384746317;1642384746317;1642384746317;1642384746332;1642384746332;1642384746332;1642384746332;1642384746332;1642384746434;1642384746434;1642384746434;1642384746478;1642384746478;1642384746478;1642384746557;1642384746558;1642384746558;1642384746558;1642384746558;1642384746562;1642384746562;1642384746562;1642384746606;1642384746607;1642384746607;1642384746608;1642384746608;1642384746608;1642384746612;1642384746612;1642384746612;1642384746655;1642384746655;1642384746655;1642384746658;1642384746658;1642384746658;1642384746719;1642384746719;1642384746719;1642384746734;1642384746734;1642384746734;1642384746734;1642384746734;1642384746777;1642384746777;1642384746837;1642384746837;1642384746837;1642384746881;1642384746881;1642384746881;1642384746962;1642384746962;1642384746962;1642384746964;1642384746964;1642384746964;,52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;
1642384747,172.24.0.3,59436,172.20.0.2,5001,6,109500,1972,73,37,1642384747006;1642384747006;1642384747006;1642384747009;1642384747009;1642384747009;1642384747010;1642384747010;1642384747010;1642384747014;1642384747014;1642384747014;1642384747058;1642384747058;1642384747058;1642384747060;1642384747060;1642384747060;1642384747121;1642384747121;1642384747121;1642384747137;1642384747137;1642384747137;1642384747179;1642384747179;1642384747179;1642384747239;1642384747239;1642384747239;1642384747283;1642384747283;1642384747283;1642384747364;1642384747364;1642384747364;1642384747366;1642384747366;1642384747366;1642384747408;1642384747408;1642384747408;1642384747411;1642384747411;1642384747411;1642384747412;1642384747412;1642384747412;1642384747416;1642384747416;1642384747416;1642384747461;1642384747461;1642384747461;1642384747462;1642384747462;1642384747462;1642384747524;1642384747524;1642384747524;1642384747539;1642384747539;1642384747539;1642384747582;1642384747582;1642384747582;1642384747582;1642384747582;1642384747641;1642384747641;1642384747641;1642384747685;1642384747685;1642384747768;1642384747768;1642384747768;1642384747768;1642384747768;1642384747768;1642384747812;1642384747812;1642384747812;1642384747813;1642384747813;1642384747813;1642384747815;1642384747815;1642384747815;1642384747818;1642384747819;1642384747819;1642384747863;1642384747863;1642384747863;1642384747864;1642384747864;1642384747864;1642384747926;1642384747926;1642384747926;1642384747984;1642384747984;1642384747984;1642384747985;1642384747985;1642384747985;1642384747985;1642384747985;1642384747985;1642384747985;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;64;1500;1500;64;1500;1500;64;1500;64;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;
1642384748,172.24.0.3,59436,172.20.0.2,5001,6,61500,1516,41,25,1642384748045;1642384748045;1642384748088;1642384748089;1642384748171;1642384748171;1642384748171;1642384748171;1642384748216;1642384748216;1642384748216;1642384748216;1642384748218;1642384748218;1642384748218;1642384748222;1642384748222;1642384748267;1642384748267;1642384748267;1642384748329;1642384748329;1642384748329;1642384748387;1642384748387;1642384748387;1642384748387;1642384748387;1642384748387;1642384748387;1642384748437;1642384748437;1642384748491;1642384748491;1642384748491;1642384748573;1642384748573;1642384748573;1642384748618;1642384748618;1642384748618;1642384748620;1642384748620;1642384748620;1642384748624;1642384748624;1642384748624;1642384748624;1642384748624;1642384748731;1642384748731;1642384748731;1642384748790;1642384748790;1642384748790;1642384748790;1642384748790;1642384748790;1642384748792;1642384748792;1642384748842;1642384748895;1642384748895;1642384748895;1642384748976;1642384748976;,64;1500;64;1500;64;1500;1500;1500;64;1500;64;1500;64;1500;1500;64;1500;64;1500;64;64;1500;1500;52;1500;1500;1500;1500;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;64;1500;64;64;1500;64;1500;1500;1500;64;1500;64;64;1500;1500;64;1500;,2;1;2;1;2;1;1;1;2;1;2;1;2;1;1;2;1;2;1;2;2;1;1;2;1;1;1;1;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;2;2;1;2;1;1;1;2;1;2;2;1;1;2;1;
1642384749,172.24.0.3,59436,172.20.0.2,5001,6,70500,1024,47,19,1642384749023;1642384749023;1642384749023;1642384749028;1642384749028;1642384749028;1642384749028;1642384749028;1642384749136;1642384749136;1642384749192;1642384749192;1642384749192;1642384749192;1642384749192;1642384749194;1642384749194;1642384749194;1642384749299;1642384749299;1642384749299;1642384749426;1642384749426;1642384749426;1642384749430;1642384749430;1642384749430;1642384749476;1642384749476;1642384749476;1642384749476;1642384749476;1642384749594;1642384749594;1642384749594;1642384749594;1642384749594;1642384749594;1642384749595;1642384749595;1642384749595;1642384749701;1642384749701;1642384749701;1642384749829;1642384749829;1642384749829;1642384749833;1642384749833;1642384749833;1642384749878;1642384749878;1642384749878;1642384749878;1642384749878;1642384749996;1642384749996;1642384749996;1642384749996;1642384749996;1642384749996;1642384749996;1642384749996;1642384749996;1642384749996;1642384749996;,64;1500;1500;64;1500;1500;1500;1500;64;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;1;1;2;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;
1642384750,172.24.0.3,59436,172.20.0.2,5001,6,55500,936,37,18,1642384750102;1642384750102;1642384750102;1642384750232;1642384750232;1642384750232;1642384750236;1642384750236;1642384750236;1642384750280;1642384750280;1642384750280;1642384750326;1642384750326;1642384750326;1642384750400;1642384750400;1642384750400;1642384750400;1642384750400;1642384750400;1642384750400;1642384750400;1642384750400;1642384750400;1642384750400;1642384750504;1642384750504;1642384750504;1642384750634;1642384750634;1642384750634;1642384750638;1642384750638;1642384750638;1642384750683;1642384750683;1642384750728;1642384750728;1642384750728;1642384750802;1642384750802;1642384750802;1642384750802;1642384750802;1642384750802;1642384750802;1642384750802;1642384750802;1642384750802;1642384750802;1642384750802;1642384750906;1642384750906;1642384750906;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1642384751,172.24.0.3,59436,172.20.0.2,5001,6,57000,1348,38,23,1642384751036;1642384751036;1642384751036;1642384751040;1642384751040;1642384751040;1642384751126;1642384751126;1642384751126;1642384751130;1642384751130;1642384751130;1642384751205;1642384751205;1642384751205;1642384751205;1642384751205;1642384751205;1642384751205;1642384751205;1642384751205;1642384751205;1642384751205;1642384751310;1642384751310;1642384751310;1642384751439;1642384751439;1642384751439;1642384751442;1642384751442;1642384751442;1642384751529;1642384751529;1642384751529;1642384751532;1642384751532;1642384751532;1642384751607;1642384751607;1642384751607;1642384751607;1642384751607;1642384751607;1642384751607;1642384751607;1642384751607;1642384751608;1642384751608;1642384751713;1642384751713;1642384751713;1642384751843;1642384751845;1642384751845;1642384751845;1642384751845;1642384751933;1642384751936;1642384751936;1642384751936;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;64;64;1500;1500;64;1500;64;1500;64;1500;1500;64;72;1500;72;1500;72;72;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;1;2;2;1;2;1;2;2;1;1;
1642384752,172.24.0.3,59436,172.20.0.2,5001,6,57000,880,38,16,1642384752010;1642384752010;1642384752010;1642384752010;1642384752010;1642384752010;1642384752010;1642384752010;1642384752116;1642384752116;1642384752117;1642384752117;1642384752249;1642384752249;1642384752296;1642384752296;1642384752338;1642384752338;1642384752338;1642384752412;1642384752412;1642384752412;1642384752412;1642384752412;1642384752412;1642384752412;1642384752412;1642384752412;1642384752412;1642384752520;1642384752520;1642384752520;1642384752697;1642384752697;1642384752697;1642384752741;1642384752741;1642384752741;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752815;1642384752923;1642384752923;1642384752923;,64;1500;1500;1500;1500;1500;64;1500;64;1500;64;1500;52;1500;52;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;
1642384753,172.24.0.3,59436,172.20.0.2,5001,6,60000,884,40,17,1642384753098;1642384753098;1642384753098;1642384753144;1642384753144;1642384753144;1642384753218;1642384753218;1642384753218;1642384753218;1642384753218;1642384753218;1642384753218;1642384753218;1642384753218;1642384753218;1642384753218;1642384753219;1642384753219;1642384753219;1642384753326;1642384753327;1642384753327;1642384753500;1642384753500;1642384753500;1642384753500;1642384753500;1642384753546;1642384753546;1642384753546;1642384753622;1642384753622;1642384753622;1642384753622;1642384753622;1642384753622;1642384753622;1642384753622;1642384753622;1642384753622;1642384753622;1642384753666;1642384753666;1642384753666;1642384753729;1642384753729;1642384753729;1642384753902;1642384753902;1642384753902;1642384753946;1642384753946;1642384753946;1642384753948;1642384753948;1642384753948;,52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1642384754,172.24.0.3,59436,172.20.0.2,5001,6,70500,1144,47,22,1642384754024;1642384754024;1642384754024;1642384754024;1642384754024;1642384754024;1642384754024;1642384754024;1642384754024;1642384754024;1642384754024;1642384754069;1642384754069;1642384754132;1642384754132;1642384754132;1642384754304;1642384754304;1642384754304;1642384754348;1642384754348;1642384754348;1642384754350;1642384754350;1642384754350;1642384754426;1642384754426;1642384754426;1642384754426;1642384754426;1642384754426;1642384754426;1642384754426;1642384754426;1642384754426;1642384754426;1642384754471;1642384754471;1642384754471;1642384754534;1642384754534;1642384754534;1642384754706;1642384754706;1642384754706;1642384754751;1642384754751;1642384754751;1642384754752;1642384754752;1642384754752;1642384754828;1642384754828;1642384754828;1642384754828;1642384754828;1642384754828;1642384754828;1642384754828;1642384754828;1642384754828;1642384754828;1642384754828;1642384754874;1642384754874;1642384754874;1642384754936;1642384754936;1642384754936;,52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1642384755,172.24.0.3,59436,172.20.0.2,5001,6,61500,988,41,19,1642384755108;1642384755108;1642384755108;1642384755153;1642384755153;1642384755153;1642384755155;1642384755155;1642384755155;1642384755230;1642384755230;1642384755230;1642384755230;1642384755230;1642384755230;1642384755230;1642384755230;1642384755230;1642384755230;1642384755277;1642384755277;1642384755277;1642384755338;1642384755338;1642384755338;1642384755510;1642384755510;1642384755510;1642384755555;1642384755555;1642384755555;1642384755557;1642384755557;1642384755557;1642384755634;1642384755634;1642384755634;1642384755634;1642384755634;1642384755634;1642384755634;1642384755634;1642384755676;1642384755676;1642384755676;1642384755679;1642384755679;1642384755679;1642384755741;1642384755741;1642384755741;1642384755913;1642384755913;1642384755913;1642384755957;1642384755957;1642384755957;1642384755958;1642384755958;1642384755958;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1642384756,172.24.0.3,59436,172.20.0.2,5001,6,67500,1252,45,22,1642384756037;1642384756037;1642384756037;1642384756037;1642384756037;1642384756037;1642384756037;1642384756037;1642384756037;1642384756077;1642384756077;1642384756077;1642384756077;1642384756077;1642384756082;1642384756082;1642384756143;1642384756143;1642384756143;1642384756315;1642384756315;1642384756315;1642384756360;1642384756360;1642384756360;1642384756360;1642384756360;1642384756360;1642384756439;1642384756439;1642384756439;1642384756439;1642384756439;1642384756439;1642384756439;1642384756439;1642384756480;1642384756480;1642384756480;1642384756480;1642384756480;1642384756480;1642384756484;1642384756484;1642384756546;1642384756546;1642384756719;1642384756719;1642384756719;1642384756763;1642384756763;1642384756764;1642384756765;1642384756843;1642384756843;1642384756843;1642384756843;1642384756843;1642384756884;1642384756884;1642384756884;1642384756884;1642384756884;1642384756885;1642384756996;1642384756996;1642384756996;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;64;1500;1500;1500;1500;64;64;1500;64;1500;64;1500;1500;64;1500;64;1500;64;1500;1500;1500;1500;64;1500;1500;1500;1500;52;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;2;2;1;2;1;2;1;1;2;1;2;1;2;1;1;1;1;2;1;1;1;1;2;2;1;1;
