drop,1642498274.6699643,192.168.224.2,5001,192.168.240.3,56612,6
drop,1642498277.5537932,192.168.224.2,5001,192.168.240.3,56612,6
drop,1642498305.2448153,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498316.658506,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498323.7528446,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498353.35877,192.168.224.2,5001,192.168.240.3,56612,6
drop,1642498360.6109557,192.168.224.2,5001,192.168.240.3,56612,6
drop,1642498361.1408093,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498366.2305,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498368.202835,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498388.3478348,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498403.64368,192.168.224.2,5001,192.168.240.3,56612,6
drop,1642498404.0087001,192.168.224.2,5001,192.168.240.3,56612,6
drop,1642498431.0599287,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498432.7845027,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498441.7488809,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498451.83,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498476.5649981,192.168.224.2,5001,192.168.240.3,56612,6
drop,1642498479.7253542,192.168.224.2,5001,192.168.240.3,56612,6
drop,1642498480.1669729,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498488.181327,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498526.284337,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498527.0054739,192.168.240.3,56612,192.168.224.2,5001,6
drop,1642498549.4460409,192.168.240.3,56612,192.168.224.2,5001,6
