drop,1642317647.7625453,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317648.7740486,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317662.8257244,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317683.1129162,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317683.6071174,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317684.9490893,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317691.5450513,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317692.795625,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317697.9176257,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317704.6279755,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317709.3728435,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317712.5140865,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317715.4088163,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317735.6472316,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317739.014882,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317742.043244,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317752.255608,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317761.9556015,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317778.6460202,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317782.5173347,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317785.5109606,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317799.2968814,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317808.0116339,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317819.7358692,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317821.7659435,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317833.4465156,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317835.3549938,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317839.4478652,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317869.4275622,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317879.440154,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317884.6326785,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317892.1013882,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317892.5424063,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317906.1687093,172.28.0.3,34652,172.25.0.2,5001,6
drop,1642317912.0917826,172.25.0.2,5001,172.28.0.3,34652,6
drop,1642317935.8423865,172.28.0.3,34652,172.25.0.2,5001,6
