drop,1642481294.6282845,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481297.7503636,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481313.9150124,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481326.5499828,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481332.2191324,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481344.495032,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481347.2992349,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481352.8434956,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481371.4493718,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481374.6121302,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481374.9618871,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481380.033594,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481381.2696073,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481385.9831789,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481387.3042765,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481387.5968082,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481390.2790139,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481397.4338186,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481414.6049626,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481426.4939528,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481435.187696,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481438.6338866,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481442.7205117,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481442.784384,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481443.1693673,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481447.7705293,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481451.1512415,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481466.653989,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481466.7173717,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481467.6338975,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481468.6507277,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481474.9559734,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481494.7251127,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481498.0482695,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481499.362871,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481504.3540761,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481507.004995,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481509.2628717,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481514.7547724,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481529.1932197,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481553.37477,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481556.51399,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481557.06007,192.168.0.2,5001,192.168.32.3,44170,6
drop,1642481560.149938,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481569.285449,192.168.32.3,44170,192.168.0.2,5001,6
drop,1642481571.9384313,192.168.32.3,44170,192.168.0.2,5001,6
