Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1642463933,192.168.48.3,34254,172.30.0.2,5001,6,13664,60,11,1,1642463933405;1642463933405;1642463933406;1642463933406;1642463933406;1642463933406;1642463933406;1642463933406;1642463933406;1642463933406;1642463933406;1642463933406;,60;52;112;1500;1500;1500;1500;1500;1500;1500;1500;1500;,2;1;1;1;1;1;1;1;1;1;1;1;
1642463934,192.168.48.3,34254,172.30.0.2,5001,6,30000,520,20,10,1642463934213;1642463934213;1642463934213;1642463934215;1642463934215;1642463934215;1642463934217;1642463934217;1642463934217;1642463934219;1642463934219;1642463934219;1642463934222;1642463934222;1642463934222;1642463934231;1642463934231;1642463934231;1642463934231;1642463934231;1642463934231;1642463934234;1642463934234;1642463934234;1642463934234;1642463934234;1642463934234;1642463934236;1642463934236;1642463934236;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1642463935,192.168.48.3,34254,172.30.0.2,5001,6,180000,2600,120,50,1642463935018;1642463935018;1642463935018;1642463935019;1642463935019;1642463935019;1642463935022;1642463935022;1642463935022;1642463935025;1642463935025;1642463935025;1642463935029;1642463935029;1642463935029;1642463935029;1642463935029;1642463935029;1642463935030;1642463935030;1642463935030;1642463935030;1642463935030;1642463935030;1642463935030;1642463935030;1642463935037;1642463935037;1642463935037;1642463935037;1642463935037;1642463935039;1642463935039;1642463935039;1642463935039;1642463935039;1642463935043;1642463935043;1642463935043;1642463935043;1642463935043;1642463935047;1642463935047;1642463935047;1642463935047;1642463935047;1642463935054;1642463935054;1642463935054;1642463935054;1642463935054;1642463935096;1642463935096;1642463935096;1642463935821;1642463935821;1642463935821;1642463935821;1642463935821;1642463935821;1642463935821;1642463935821;1642463935821;1642463935821;1642463935825;1642463935825;1642463935825;1642463935827;1642463935827;1642463935827;1642463935827;1642463935827;1642463935832;1642463935832;1642463935832;1642463935832;1642463935832;1642463935832;1642463935832;1642463935832;1642463935832;1642463935832;1642463935832;1642463935833;1642463935833;1642463935833;1642463935834;1642463935834;1642463935834;1642463935835;1642463935835;1642463935835;1642463935835;1642463935835;1642463935835;1642463935835;1642463935835;1642463935835;1642463935836;1642463935836;1642463935836;1642463935836;1642463935836;1642463935836;1642463935839;1642463935839;1642463935839;1642463935840;1642463935840;1642463935840;1642463935841;1642463935841;1642463935841;1642463935841;1642463935841;1642463935841;1642463935842;1642463935842;1642463935842;1642463935842;1642463935842;1642463935842;1642463935843;1642463935843;1642463935843;1642463935844;1642463935844;1642463935844;1642463935845;1642463935845;1642463935845;1642463935846;1642463935846;1642463935846;1642463935846;1642463935846;1642463935846;1642463935847;1642463935847;1642463935847;1642463935849;1642463935849;1642463935849;1642463935849;1642463935849;1642463935849;1642463935850;1642463935850;1642463935850;1642463935850;1642463935850;1642463935850;1642463935858;1642463935858;1642463935858;1642463935859;1642463935859;1642463935859;1642463935859;1642463935859;1642463935859;1642463935860;1642463935860;1642463935860;1642463935899;1642463935899;1642463935899;1642463935899;1642463935899;1642463935899;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1642463936,192.168.48.3,34254,172.30.0.2,5001,6,240000,4160,160,80,1642463936626;1642463936626;1642463936626;1642463936626;1642463936626;1642463936626;1642463936627;1642463936627;1642463936627;1642463936627;1642463936627;1642463936627;1642463936627;1642463936627;1642463936627;1642463936627;1642463936628;1642463936628;1642463936629;1642463936629;1642463936629;1642463936629;1642463936629;1642463936629;1642463936630;1642463936630;1642463936630;1642463936630;1642463936630;1642463936630;1642463936631;1642463936631;1642463936631;1642463936631;1642463936631;1642463936631;1642463936631;1642463936631;1642463936631;1642463936632;1642463936632;1642463936632;1642463936635;1642463936635;1642463936635;1642463936636;1642463936636;1642463936636;1642463936636;1642463936636;1642463936636;1642463936646;1642463936646;1642463936646;1642463936646;1642463936646;1642463936646;1642463936646;1642463936646;1642463936646;1642463936646;1642463936646;1642463936646;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936647;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936648;1642463936649;1642463936649;1642463936649;1642463936649;1642463936649;1642463936649;1642463936650;1642463936650;1642463936650;1642463936650;1642463936650;1642463936650;1642463936651;1642463936651;1642463936651;1642463936651;1642463936651;1642463936651;1642463936652;1642463936652;1642463936652;1642463936652;1642463936652;1642463936652;1642463936661;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936662;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936663;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936664;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936665;1642463936666;1642463936666;1642463936666;1642463936666;1642463936667;1642463936667;1642463936667;1642463936667;1642463936667;1642463936667;1642463936667;1642463936667;1642463936668;1642463936668;1642463936668;1642463936670;1642463936670;1642463936670;1642463936671;1642463936671;1642463936671;1642463936701;1642463936701;1642463936701;1642463936702;1642463936702;1642463936702;1642463936703;1642463936703;1642463936703;1642463936703;1642463936703;1642463936703;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;
1642463937,192.168.48.3,34254,172.30.0.2,5001,6,480000,5668,320,109,1642463937431;1642463937431;1642463937431;1642463937431;1642463937431;1642463937431;1642463937432;1642463937432;1642463937432;1642463937434;1642463937434;1642463937434;1642463937435;1642463937435;1642463937435;1642463937437;1642463937437;1642463937437;1642463937438;1642463937438;1642463937438;1642463937438;1642463937438;1642463937438;1642463937439;1642463937439;1642463937439;1642463937441;1642463937441;1642463937441;1642463937442;1642463937442;1642463937442;1642463937450;1642463937450;1642463937450;1642463937451;1642463937451;1642463937451;1642463937452;1642463937452;1642463937453;1642463937453;1642463937453;1642463937454;1642463937454;1642463937454;1642463937470;1642463937470;1642463937470;1642463937470;1642463937470;1642463937470;1642463937472;1642463937472;1642463937472;1642463937473;1642463937473;1642463937473;1642463937474;1642463937474;1642463937474;1642463937476;1642463937476;1642463937476;1642463937477;1642463937477;1642463937477;1642463937484;1642463937484;1642463937484;1642463937484;1642463937484;1642463937484;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937485;1642463937490;1642463937490;1642463937490;1642463937491;1642463937492;1642463937492;1642463937492;1642463937492;1642463937492;1642463937492;1642463937492;1642463937492;1642463937493;1642463937493;1642463937493;1642463937494;1642463937494;1642463937494;1642463937494;1642463937496;1642463937496;1642463937496;1642463937497;1642463937497;1642463937497;1642463937498;1642463937498;1642463937498;1642463937499;1642463937499;1642463937499;1642463937500;1642463937500;1642463937500;1642463937501;1642463937501;1642463937501;1642463937501;1642463937501;1642463937501;1642463937505;1642463937505;1642463937505;1642463937507;1642463937507;1642463937507;1642463937509;1642463937509;1642463937509;1642463937510;1642463937510;1642463937510;1642463937510;1642463937510;1642463937510;1642463937511;1642463937511;1642463937511;1642463937511;1642463937511;1642463937511;1642463937512;1642463937513;1642463937513;1642463937513;1642463937513;1642463937513;1642463937514;1642463937514;1642463937514;1642463937515;1642463937515;1642463937515;1642463937516;1642463937516;1642463937516;1642463937518;1642463937518;1642463937518;1642463937524;1642463937524;1642463937524;1642463937526;1642463937526;1642463937526;1642463937528;1642463937528;1642463937528;1642463937528;1642463937529;1642463937529;1642463937529;1642463937529;1642463937529;1642463937530;1642463937530;1642463937530;1642463937530;1642463937530;1642463937536;1642463937536;1642463937536;1642463937536;1642463937536;1642463937538;1642463937538;1642463937538;1642463937538;1642463937538;1642463937540;1642463937540;1642463937540;1642463937540;1642463937540;1642463937541;1642463937541;1642463937541;1642463937541;1642463937541;1642463937544;1642463937544;1642463937544;1642463937544;1642463937544;1642463937546;1642463937546;1642463937546;1642463937546;1642463937546;1642463937547;1642463937547;1642463937547;1642463937547;1642463937547;1642463937549;1642463937549;1642463937549;1642463937549;1642463937549;1642463937552;1642463937552;1642463937552;1642463937552;1642463937552;1642463937552;1642463937555;1642463937555;1642463937555;1642463937555;1642463937555;1642463937557;1642463937557;1642463937557;1642463937557;1642463937557;1642463937559;1642463937559;1642463937559;1642463937559;1642463937559;1642463937561;1642463937561;1642463937561;1642463937561;1642463937561;1642463937562;1642463937562;1642463937562;1642463937562;1642463937562;1642463937563;1642463937563;1642463937563;1642463937563;1642463937563;1642463937566;1642463937566;1642463937566;1642463937566;1642463937566;1642463937569;1642463937569;1642463937569;1642463937569;1642463937569;1642463937574;1642463937574;1642463937574;1642463937574;1642463937574;1642463937578;1642463937578;1642463937578;1642463937578;1642463937578;1642463937580;1642463937580;1642463937580;1642463937580;1642463937581;1642463937581;1642463937581;1642463937581;1642463937581;1642463937582;1642463937582;1642463937582;1642463937582;1642463937582;1642463937584;1642463937584;1642463937584;1642463937584;1642463937584;1642463937586;1642463937586;1642463937586;1642463937586;1642463937586;1642463937589;1642463937589;1642463937589;1642463937589;1642463937589;1642463937596;1642463937596;1642463937596;1642463937596;1642463937596;1642463937601;1642463937601;1642463937601;1642463937601;1642463937601;1642463937602;1642463937602;1642463937602;1642463937602;1642463937602;1642463937606;1642463937606;1642463937606;1642463937606;1642463937606;1642463937608;1642463937608;1642463937608;1642463937608;1642463937608;1642463937609;1642463937609;1642463937609;1642463937609;1642463937609;1642463937609;1642463937618;1642463937619;1642463937619;1642463937619;1642463937619;1642463937621;1642463937621;1642463937621;1642463937621;1642463937621;1642463937623;1642463937623;1642463937623;1642463937623;1642463937623;1642463937626;1642463937626;1642463937626;1642463937626;1642463937626;1642463937633;1642463937633;1642463937633;1642463937633;1642463937633;1642463937638;1642463937639;1642463937639;1642463937639;1642463937639;1642463937640;1642463937640;1642463937640;1642463937640;1642463937640;1642463937641;1642463937641;1642463937641;1642463937641;1642463937641;1642463937644;1642463937644;1642463937644;1642463937644;1642463937644;1642463937645;1642463937645;1642463937645;1642463937645;1642463937645;1642463937650;1642463937650;1642463937650;1642463937650;1642463937650;1642463937655;1642463937655;1642463937655;1642463937655;1642463937655;1642463937656;1642463937656;1642463937656;1642463937656;1642463937658;1642463937658;1642463937658;1642463937658;1642463937658;1642463937661;1642463937661;1642463937661;1642463937661;1642463937661;1642463937661;1642463937661;1642463937661;1642463937661;1642463937661;1642463937665;1642463937665;1642463937665;1642463937665;1642463937665;1642463937665;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;
