total_bytes,max_bytes,proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,total_pkts,loss,latency
3686060.0,10827.358237354116,6.0,3625516.4,60543.6,1008.3,1164.3,2172.6,10000.0,20.0
3686060.0,10827.358237354116,6.0,3625516.4,60543.6,1008.3,1164.3,2172.6,10000.0,20.0
2937264.8,6756.065140137252,6.0,2890053.2,47211.6,996.7,900.3,1897.0,10000.0,50.0
2937264.8,6756.065140137252,6.0,2890053.2,47211.6,996.7,900.3,1897.0,10000.0,50.0
4101364.4,4774.78302008467,6.0,4035608.4,65756.0,1072.7,1263.8,2336.5,10000.0,20.0
4101364.4,4774.78302008467,6.0,4035608.4,65756.0,1072.7,1263.8,2336.5,10000.0,20.0
2738216.4,10414.33675063158,6.0,2696065.2,42151.2,933.5,802.2,1735.7,10000.0,50.0
2738216.4,10414.33675063158,6.0,2696065.2,42151.2,933.5,802.2,1735.7,10000.0,50.0
