drop,1643520657.1875515,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520663.7158206,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520668.6470766,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520674.888663,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520674.9829595,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520683.076224,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520692.8397985,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520694.7919714,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520698.9146104,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520702.4469848,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520710.817746,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520722.0899305,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520729.78521,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520741.4038887,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520744.217615,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520748.058674,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520749.6180413,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520749.9682043,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520754.8245733,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520755.2279654,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520763.0077431,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520763.0695295,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520784.108903,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520785.0412698,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520785.1758988,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520785.6318734,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520786.948708,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520801.4357233,192.168.208.3,40688,192.168.16.2,5001,6
switch,1643520819.886458
drop,1643520823.6767693,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520836.9908917,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520843.4152336,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520860.667305,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520868.787715,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520875.9428198,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520882.0908396,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520892.226902,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520902.2310321,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520906.5511858,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520935.0003948,192.168.208.3,40688,192.168.16.2,5001,6
drop,1643520945.0274858,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520950.50075,192.168.16.2,5001,192.168.208.3,40688,6
drop,1643520951.2367237,192.168.16.2,5001,192.168.208.3,40688,6
