Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs
1643519469,172.28.0.3,47218,172.26.0.2,5001,6,13724,60,12,1,1643519469448;1643519469850;1643519469851;1643519469851;1643519469851;1643519469851;1643519469851;1643519469851;1643519469851;1643519469851;1643519469851;1643519469851;1643519469851;,60;60;52;112;1500;1500;1500;1500;1500;1500;1500;1500;1500;,1;2;1;1;1;1;1;1;1;1;1;1;1;
1643519470,172.28.0.3,47218,172.26.0.2,5001,6,90000,1196,60,23,1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470254;1643519470255;1643519470255;1643519470255;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470657;1643519470658;1643519470658;1643519470658;1643519470658;1643519470658;1643519470658;1643519470658;1643519470658;1643519470658;1643519470658;1643519470704;1643519470704;1643519470704;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;
1643519471,172.28.0.3,47218,172.26.0.2,5001,6,840000,14300,560,275,1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471059;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471060;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471061;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471062;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471063;1643519471064;1643519471064;1643519471064;1643519471064;1643519471064;1643519471064;1643519471064;1643519471064;1643519471064;1643519471107;1643519471107;1643519471107;1643519471107;1643519471107;1643519471107;1643519471461;1643519471461;1643519471461;1643519471461;1643519471461;1643519471461;1643519471462;1643519471462;1643519471462;1643519471462;1643519471462;1643519471462;1643519471462;1643519471462;1643519471462;1643519471463;1643519471463;1643519471463;1643519471463;1643519471463;1643519471463;1643519471463;1643519471463;1643519471463;1643519471463;1643519471463;1643519471463;1643519471464;1643519471464;1643519471464;1643519471464;1643519471464;1643519471464;1643519471464;1643519471464;1643519471464;1643519471464;1643519471464;1643519471464;1643519471465;1643519471465;1643519471465;1643519471465;1643519471465;1643519471465;1643519471465;1643519471465;1643519471465;1643519471466;1643519471466;1643519471466;1643519471466;1643519471466;1643519471466;1643519471466;1643519471466;1643519471466;1643519471466;1643519471466;1643519471466;1643519471467;1643519471467;1643519471467;1643519471467;1643519471467;1643519471467;1643519471467;1643519471467;1643519471467;1643519471467;1643519471467;1643519471467;1643519471468;1643519471468;1643519471468;1643519471468;1643519471468;1643519471468;1643519471468;1643519471468;1643519471468;1643519471468;1643519471468;1643519471469;1643519471469;1643519471469;1643519471469;1643519471469;1643519471469;1643519471469;1643519471469;1643519471469;1643519471469;1643519471469;1643519471469;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471470;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471471;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471472;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471473;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471474;1643519471475;1643519471475;1643519471475;1643519471475;1643519471475;1643519471475;1643519471475;1643519471475;1643519471475;1643519471475;1643519471475;1643519471475;1643519471476;1643519471476;1643519471476;1643519471476;1643519471476;1643519471476;1643519471476;1643519471476;1643519471476;1643519471477;1643519471477;1643519471477;1643519471511;1643519471511;1643519471511;1643519471511;1643519471511;1643519471511;1643519471511;1643519471511;1643519471511;1643519471511;1643519471511;1643519471511;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471864;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471865;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471866;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471867;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471868;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471869;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471870;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471871;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471872;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471873;1643519471874;1643519471874;1643519471874;1643519471874;1643519471874;1643519471874;1643519471874;1643519471874;1643519471874;1643519471874;1643519471874;1643519471874;1643519471875;1643519471875;1643519471875;1643519471875;1643519471875;1643519471875;1643519471875;1643519471875;1643519471875;1643519471875;1643519471875;1643519471875;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471876;1643519471877;1643519471877;1643519471877;1643519471877;1643519471877;1643519471877;1643519471877;1643519471877;1643519471877;1643519471877;1643519471877;1643519471877;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471878;1643519471879;1643519471879;1643519471879;1643519471879;1643519471879;1643519471879;1643519471879;1643519471879;1643519471879;1643519471879;1643519471879;1643519471879;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471880;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471881;1643519471882;1643519471882;1643519471882;1643519471882;1643519471882;1643519471882;1643519471882;1643519471882;1643519471882;1643519471882;1643519471882;1643519471882;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471883;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471884;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471885;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471886;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471887;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471888;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471889;1643519471890;1643519471890;1643519471890;1643519471912;1643519471912;1643519471912;1643519471912;1643519471912;1643519471912;1643519471912;1643519471912;1643519471912;1643519471913;1643519471913;1643519471913;1643519471913;1643519471913;1643519471913;1643519471914;1643519471914;1643519471914;1643519471914;1643519471914;1643519471914;1643519471914;1643519471914;1643519471914;1643519471914;,52;1500;1500;1500;1500;52;1500;1500;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;,2;1;1;1;1;2;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;
