,Time,IP1,Port1,IP2,Port2,Proto,1->2Bytes,2->1Bytes,1->2Pkts,2->1Pkts,packet_times,packet_sizes,packet_dirs,event,drop_unix,latency,loss,later_latency,later_loss,deterministic
0,1643519474,172.21.0.3,46530,172.18.0.2,5001,6,60,0,1,0,1643519474996;,60;,1;,,,200,600,200,1000,True
1,1643519475,172.21.0.3,46530,172.18.0.2,5001,6,43664,580,31,11,1643519475397;1643519475397;1643519475398;1643519475398;1643519475398;1643519475398;1643519475398;1643519475398;1643519475398;1643519475398;1643519475398;1643519475398;1643519475800;1643519475800;1643519475800;1643519475800;1643519475800;1643519475800;1643519475800;1643519475800;1643519475800;1643519475800;1643519475800;1643519475800;1643519475801;1643519475801;1643519475801;1643519475801;1643519475801;1643519475801;1643519475801;1643519475801;1643519475801;1643519475802;1643519475802;1643519475802;1643519475802;1643519475802;1643519475802;1643519475802;1643519475802;1643519475802;,60;52;112;1500;1500;1500;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;,2;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;,,,200,600,200,1000,True
2,1643519476,172.21.0.3,46530,172.18.0.2,5001,6,109500,3072,73,51,1643519476202;1643519476202;1643519476202;1643519476202;1643519476202;1643519476202;1643519476204;1643519476204;1643519476204;1643519476205;1643519476205;1643519476205;1643519476205;1643519476205;1643519476205;1643519476206;1643519476206;1643519476206;1643519476206;1643519476206;1643519476206;1643519476206;1643519476206;1643519476207;1643519476207;1643519476207;1643519476207;1643519476207;1643519476207;1643519476207;1643519476207;1643519476207;1643519476207;1643519476209;1643519476209;1643519476209;1643519476209;1643519476209;1643519476209;1643519476209;1643519476209;1643519476209;1643519476209;1643519476210;1643519476210;1643519476210;1643519476210;1643519476210;1643519476210;1643519476210;1643519476210;1643519476210;1643519476210;1643519476624;1643519476624;1643519476624;1643519476624;1643519476624;1643519476624;1643519476624;1643519476624;1643519476624;1643519476624;1643519476624;1643519476625;1643519476626;1643519476626;1643519476626;1643519476626;1643519476626;1643519476626;1643519476626;1643519476627;1643519476627;1643519476627;1643519476628;1643519476628;1643519476628;1643519476628;1643519476629;1643519476629;1643519476629;1643519476629;1643519476629;1643519476630;1643519476631;1643519476631;1643519476631;1643519476631;1643519476631;1643519476632;1643519476632;1643519476632;1643519476632;1643519476633;1643519476633;1643519476633;1643519476633;1643519476634;1643519476635;1643519476635;1643519476635;1643519476635;1643519476635;1643519476635;1643519476635;1643519476635;1643519476636;1643519476636;1643519476636;1643519476636;1643519476637;1643519476637;1643519476637;1643519476637;1643519476637;1643519476638;1643519476638;1643519476638;1643519476638;1643519476638;1643519476638;1643519476639;1643519476639;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;64;64;1500;1500;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;64;1500;64;64;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;1;2;2;1;2;1;2;2;1;2;1;2;2;1;,drop,1643519476.2056007,200,600,200,1000,True
3,1643519477,172.21.0.3,46530,172.18.0.2,5001,6,166500,5528,111,104,1643519477027;1643519477027;1643519477027;1643519477027;1643519477027;1643519477027;1643519477027;1643519477028;1643519477028;1643519477028;1643519477028;1643519477028;1643519477028;1643519477030;1643519477030;1643519477030;1643519477030;1643519477032;1643519477032;1643519477032;1643519477032;1643519477032;1643519477032;1643519477033;1643519477033;1643519477035;1643519477035;1643519477035;1643519477035;1643519477035;1643519477035;1643519477035;1643519477035;1643519477035;1643519477036;1643519477036;1643519477036;1643519477036;1643519477037;1643519477037;1643519477037;1643519477037;1643519477037;1643519477037;1643519477037;1643519477038;1643519477038;1643519477038;1643519477038;1643519477038;1643519477039;1643519477039;1643519477039;1643519477039;1643519477039;1643519477039;1643519477039;1643519477040;1643519477040;1643519477040;1643519477040;1643519477041;1643519477041;1643519477041;1643519477041;1643519477041;1643519477430;1643519477430;1643519477430;1643519477430;1643519477430;1643519477430;1643519477430;1643519477430;1643519477430;1643519477430;1643519477433;1643519477433;1643519477433;1643519477433;1643519477434;1643519477434;1643519477434;1643519477434;1643519477434;1643519477434;1643519477434;1643519477435;1643519477435;1643519477435;1643519477436;1643519477436;1643519477436;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477439;1643519477440;1643519477440;1643519477440;1643519477440;1643519477441;1643519477441;1643519477441;1643519477441;1643519477441;1643519477441;1643519477441;1643519477442;1643519477442;1643519477442;1643519477442;1643519477442;1643519477443;1643519477443;1643519477443;1643519477445;1643519477445;1643519477445;1643519477445;1643519477445;1643519477445;1643519477832;1643519477832;1643519477832;1643519477832;1643519477832;1643519477832;1643519477832;1643519477832;1643519477832;1643519477832;1643519477835;1643519477835;1643519477835;1643519477835;1643519477835;1643519477835;1643519477835;1643519477835;1643519477837;1643519477837;1643519477837;1643519477837;1643519477837;1643519477837;1643519477837;1643519477837;1643519477839;1643519477839;1643519477839;1643519477841;1643519477841;1643519477841;1643519477841;1643519477841;1643519477841;1643519477841;1643519477841;1643519477841;1643519477842;1643519477842;1643519477842;1643519477842;1643519477842;1643519477842;1643519477842;1643519477842;1643519477842;1643519477843;1643519477843;1643519477843;1643519477843;1643519477843;1643519477843;1643519477843;1643519477843;1643519477844;1643519477844;1643519477844;1643519477844;1643519477844;1643519477844;1643519477844;1643519477844;1643519477845;1643519477845;1643519477845;1643519477845;1643519477845;1643519477845;1643519477845;1643519477845;1643519477847;1643519477847;1643519477847;1643519477847;1643519477847;1643519477847;1643519477847;,64;1500;64;64;1500;64;1500;64;64;64;1500;64;1500;64;1500;64;1500;52;1500;52;52;1500;1500;52;1500;52;1500;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;1500;52;52;1500;1500;52;1500;52;1500;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;52;1500;1500;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;,2;1;2;2;1;2;1;2;2;2;1;2;1;2;1;2;1;2;1;2;2;1;1;2;1;2;1;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;1;2;2;1;1;2;1;2;2;1;1;2;1;1;2;2;1;1;2;1;2;2;1;1;2;1;1;2;2;1;1;2;2;1;1;2;1;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;1;2;2;1;1;2;2;1;1;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;,,,200,600,200,1000,True
4,1643519478,172.21.0.3,46530,172.18.0.2,5001,6,127500,4264,85,82,1643519478235;1643519478235;1643519478235;1643519478235;1643519478235;1643519478235;1643519478235;1643519478235;1643519478235;1643519478235;1643519478235;1643519478237;1643519478237;1643519478237;1643519478237;1643519478237;1643519478237;1643519478238;1643519478238;1643519478238;1643519478238;1643519478238;1643519478239;1643519478239;1643519478239;1643519478239;1643519478239;1643519478239;1643519478241;1643519478241;1643519478241;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478244;1643519478245;1643519478245;1643519478245;1643519478245;1643519478245;1643519478245;1643519478245;1643519478245;1643519478245;1643519478246;1643519478246;1643519478246;1643519478248;1643519478248;1643519478248;1643519478248;1643519478248;1643519478248;1643519478248;1643519478248;1643519478248;1643519478248;1643519478248;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478249;1643519478637;1643519478637;1643519478637;1643519478637;1643519478637;1643519478637;1643519478637;1643519478637;1643519478637;1643519478637;1643519478637;1643519478637;1643519478639;1643519478639;1643519478639;1643519478639;1643519478639;1643519478639;1643519478639;1643519478640;1643519478640;1643519478640;1643519478640;1643519478640;1643519478640;1643519478640;1643519478640;1643519478641;1643519478641;1643519478641;1643519478641;1643519478643;1643519478643;1643519478645;1643519478645;1643519478645;1643519478645;1643519478645;1643519478645;1643519478645;1643519478645;1643519478645;1643519478645;1643519478646;1643519478646;1643519478646;1643519478646;1643519478646;1643519478646;1643519478646;1643519478646;1643519478647;1643519478647;1643519478647;1643519478647;1643519478647;1643519478647;1643519478647;1643519478647;1643519478647;1643519478651;1643519478651;1643519478651;1643519478651;1643519478651;1643519478651;1643519478651;1643519478651;1643519478651;1643519478651;1643519478651;1643519478652;1643519478652;1643519478652;1643519478652;1643519478652;1643519478652;1643519478652;1643519478652;1643519478652;1643519478652;1643519478652;1643519478652;1643519478653;1643519478653;,52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;1500;52;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;,2;1;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;,,,200,600,200,1000,True
6,1643519479,172.21.0.3,46530,172.18.0.2,5001,6,196500,4628,131,89,1643519479039;1643519479039;1643519479039;1643519479039;1643519479039;1643519479039;1643519479039;1643519479040;1643519479040;1643519479040;1643519479040;1643519479040;1643519479041;1643519479041;1643519479041;1643519479041;1643519479042;1643519479042;1643519479042;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479043;1643519479044;1643519479044;1643519479044;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479048;1643519479049;1643519479049;1643519479049;1643519479049;1643519479049;1643519479049;1643519479049;1643519479049;1643519479049;1643519479049;1643519479049;1643519479053;1643519479053;1643519479053;1643519479053;1643519479053;1643519479053;1643519479053;1643519479053;1643519479053;1643519479053;1643519479053;1643519479054;1643519479054;1643519479054;1643519479054;1643519479054;1643519479054;1643519479054;1643519479054;1643519479054;1643519479054;1643519479054;1643519479055;1643519479055;1643519479055;1643519479055;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479442;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479445;1643519479450;1643519479450;1643519479450;1643519479451;1643519479451;1643519479451;1643519479451;1643519479451;1643519479451;1643519479451;1643519479451;1643519479451;1643519479452;1643519479452;1643519479452;1643519479452;1643519479452;1643519479452;1643519479452;1643519479452;1643519479452;1643519479455;1643519479455;1643519479455;1643519479455;1643519479455;1643519479455;1643519479457;1643519479457;1643519479457;1643519479457;1643519479457;1643519479457;1643519479457;1643519479457;1643519479457;1643519479457;1643519479457;1643519479457;1643519479503;1643519479503;1643519479844;1643519479844;1643519479844;1643519479845;1643519479845;1643519479845;1643519479845;1643519479845;1643519479845;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479848;1643519479851;1643519479851;1643519479851;1643519479851;1643519479851;1643519479851;1643519479852;1643519479852;1643519479852;1643519479852;1643519479852;1643519479852;1643519479853;1643519479853;1643519479853;1643519479853;1643519479853;1643519479853;1643519479853;1643519479853;1643519479853;1643519479858;1643519479858;1643519479858;1643519479858;1643519479858;1643519479858;1643519479860;1643519479860;1643519479860;1643519479860;1643519479860;1643519479860;1643519479860;1643519479860;1643519479860;1643519479860;1643519479860;1643519479860;1643519479904;1643519479904;,52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;52;52;1500;1500;52;52;1500;1500;52;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;,2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;2;2;1;1;2;2;1;1;2;2;1;1;2;1;1;2;1;1;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;,,,200,600,200,1000,True
7,1643519480,172.21.0.3,46530,172.18.0.2,5001,6,133500,2236,89,43,1643519480003;1643519480003;1643519480247;1643519480247;1643519480247;1643519480247;1643519480247;1643519480247;1643519480247;1643519480247;1643519480247;1643519480250;1643519480250;1643519480250;1643519480251;1643519480251;1643519480251;1643519480251;1643519480251;1643519480251;1643519480251;1643519480251;1643519480251;1643519480251;1643519480251;1643519480251;1643519480253;1643519480253;1643519480253;1643519480253;1643519480253;1643519480253;1643519480254;1643519480254;1643519480254;1643519480254;1643519480254;1643519480254;1643519480254;1643519480256;1643519480256;1643519480256;1643519480256;1643519480256;1643519480256;1643519480261;1643519480261;1643519480261;1643519480261;1643519480261;1643519480261;1643519480261;1643519480261;1643519480261;1643519480262;1643519480262;1643519480262;1643519480262;1643519480262;1643519480262;1643519480262;1643519480262;1643519480262;1643519480353;1643519480353;1643519480353;1643519480493;1643519480493;1643519480650;1643519480650;1643519480650;1643519480650;1643519480650;1643519480650;1643519480650;1643519480650;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480654;1643519480655;1643519480655;1643519480655;1643519480655;1643519480655;1643519480655;1643519480655;1643519480655;1643519480655;1643519480655;1643519480658;1643519480658;1643519480658;1643519480658;1643519480658;1643519480658;1643519480663;1643519480663;1643519480663;1643519480663;1643519480663;1643519480663;1643519480664;1643519480664;1643519480664;1643519480664;1643519480664;1643519480664;1643519480664;1643519480664;1643519480664;1643519480664;1643519480664;1643519480664;1643519480714;1643519480714;1643519480755;1643519480755;1643519480755;1643519480963;1643519480963;,52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;,2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;2;1;,,,200,600,200,1000,True
8,1643519481,172.21.0.3,46530,172.18.0.2,5001,6,154500,2804,103,48,1643519481052;1643519481052;1643519481052;1643519481052;1643519481053;1643519481053;1643519481053;1643519481053;1643519481053;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481057;1643519481059;1643519481059;1643519481061;1643519481061;1643519481061;1643519481061;1643519481061;1643519481065;1643519481065;1643519481065;1643519481065;1643519481065;1643519481065;1643519481065;1643519481065;1643519481066;1643519481066;1643519481066;1643519481066;1643519481066;1643519481066;1643519481066;1643519481066;1643519481066;1643519481157;1643519481157;1643519481157;1643519481203;1643519481203;1643519481203;1643519481453;1643519481453;1643519481453;1643519481454;1643519481454;1643519481454;1643519481454;1643519481454;1643519481454;1643519481455;1643519481455;1643519481458;1643519481458;1643519481458;1643519481458;1643519481459;1643519481459;1643519481459;1643519481459;1643519481459;1643519481459;1643519481459;1643519481461;1643519481461;1643519481461;1643519481462;1643519481462;1643519481462;1643519481462;1643519481462;1643519481464;1643519481464;1643519481465;1643519481465;1643519481465;1643519481465;1643519481470;1643519481470;1643519481470;1643519481470;1643519481470;1643519481561;1643519481561;1643519481561;1643519481607;1643519481607;1643519481607;1643519481855;1643519481855;1643519481855;1643519481858;1643519481858;1643519481858;1643519481858;1643519481858;1643519481858;1643519481858;1643519481861;1643519481861;1643519481861;1643519481861;1643519481861;1643519481861;1643519481861;1643519481861;1643519481861;1643519481862;1643519481862;1643519481864;1643519481864;1643519481864;1643519481864;1643519481864;1643519481864;1643519481866;1643519481866;1643519481868;1643519481868;1643519481868;1643519481868;1643519481872;1643519481872;1643519481872;1643519481872;1643519481872;1643519481963;1643519481963;1643519481963;,52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;64;64;1500;1500;64;1500;64;1500;64;1500;1500;64;1500;1500;1500;1500;64;1500;64;1500;1500;1500;72;1500;1500;72;1500;72;1500;1500;72;1500;1500;72;1500;1500;72;1500;1500;1500;1500;1500;1500;72;1500;1500;64;1500;1500;1500;64;1500;64;1500;64;1500;1500;1500;1500;1500;64;1500;64;1500;1500;1500;52;1500;52;1500;1500;52;1500;1500;,2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;1;2;2;1;1;2;1;2;1;2;1;1;2;1;1;1;1;2;1;2;1;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;1;1;2;1;1;1;2;1;2;1;2;1;1;1;1;1;2;1;2;1;1;1;2;1;2;1;1;2;1;1;,drop;drop,1643519481.0580173;1643519481.066799,200,600,200,1000,True
9,1643519482,172.21.0.3,46530,172.18.0.2,5001,6,123000,1560,82,30,1643519482009;1643519482009;1643519482009;1643519482009;1643519482257;1643519482257;1643519482257;1643519482260;1643519482260;1643519482260;1643519482260;1643519482260;1643519482260;1643519482260;1643519482260;1643519482260;1643519482260;1643519482264;1643519482264;1643519482264;1643519482264;1643519482264;1643519482264;1643519482264;1643519482264;1643519482264;1643519482264;1643519482266;1643519482266;1643519482266;1643519482266;1643519482266;1643519482266;1643519482266;1643519482266;1643519482270;1643519482270;1643519482270;1643519482270;1643519482270;1643519482270;1643519482270;1643519482275;1643519482275;1643519482275;1643519482323;1643519482323;1643519482366;1643519482366;1643519482366;1643519482411;1643519482412;1643519482412;1643519482454;1643519482454;1643519482454;1643519482660;1643519482660;1643519482660;1643519482662;1643519482662;1643519482662;1643519482662;1643519482662;1643519482662;1643519482662;1643519482662;1643519482662;1643519482666;1643519482666;1643519482666;1643519482666;1643519482666;1643519482666;1643519482666;1643519482667;1643519482667;1643519482667;1643519482667;1643519482667;1643519482667;1643519482667;1643519482667;1643519482667;1643519482667;1643519482668;1643519482668;1643519482668;1643519482673;1643519482673;1643519482673;1643519482673;1643519482673;1643519482673;1643519482673;1643519482673;1643519482678;1643519482678;1643519482678;1643519482768;1643519482768;1643519482768;1643519482813;1643519482813;1643519482813;1643519482813;1643519482814;1643519482814;1643519482856;1643519482856;1643519482856;1643519482856;,52;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;1500;1500;1500;1500;52;1500;1500;52;1500;1500;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;52;1500;1500;1500;,2;1;1;1;2;1;1;2;1;1;2;1;1;1;1;2;1;2;1;1;1;1;2;1;1;1;1;2;1;1;2;1;1;1;1;2;1;1;1;1;1;1;2;1;1;2;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;2;1;1;1;,,,200,600,200,1000,True
